Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview
2572,klonopin,1,Ineffective,Moderate Side Effects,"tia type seizures, stress",none went 140lbs 98lbs reoccuring episodes tia like diagnosed tia lack conclusive evidence investigation believe mostly stress menopause related issues,"i do not know that all side effects were attributable to the clonozapam alone or a combination of one or all drugs.  i did take just the clonozapm and lovastatin the first year.   regardless, everytime i looked up a symptom on the web, it always pointed to ms.  my neurologist did say we should investigate it, but we never did.  anyway, i could not sleep for days on end, i had excessive hand tremors, voice tremors, unsteady gait, tintinnitus, eyesight problems, urinary problems, memory problems and a bunch more i can't even recall at the moment.  i weaned myself off the medicine in 3 months time and am very much improved but only after months and possibly years of being removed from all the problems.  i'd like to mention that at one point in time i took the cholesterol drug that dr. jarvis promotes...i can't remember the name and had to quit within the first week as it gave me pains in the front of my thighs that could take your breath away.  i know for a fact that that symptom was in fact attributable to that drug.  a good effect that came from that drug though was the almost immediate shrinkage of my breast cysts...i had many on both sides.  upon starting on that drug, i could actually feel them draining, dissapating or whatever you might call it.  they have not returned, so i am very thankful for that aspect of the drug.  because of the leg pain though, i found it intolerable.",sure mean already told treated tia like seizures clonozapam aggrenox blood thinner also took lovastatin high cholesterol course medications ended getting divorce drugs lower cholesterol made nervous made question earth wrong weigh ever started gain wieght almost immediately getting drugs could use lose 20lbs worried much healthier time drugs hope helped way sorry ca specific hurry put behind build healthier drug free future much proponent natural medicines days
4037,tri-luma,2,Marginally Effective,Mild Side Effects,dark skin spots on face,slight lightening dark spots really benefit beyond seems like waste time fact regularly applying sunscreen seems better job lightening spots,redness and irritation. increased sensitivity to sun exposure.  but only after about 30 days of applications or so,applied light amount day night bed
1273,provigil,1,Ineffective,Extremely Severe Side Effects,shift work insomnia,could tolerate side effects unable experience benefits,i experienced severe flew like symptoms and severe headaches that worsened with each dose.,medication short time 3 days doctor took
3755,spironolactone,5,Moderately Effective,Extremely Severe Side Effects,acne,overall reduction severity breakouts,extreme fatigue. for the first week i became so tired that immediately after coming from work i'd go to bed. i cut back to one pill a day and have greatly improved. haven't had the nerve to work back to 2 pills a day due to the last reaction.,take one pill dinner wash face medicated facewash use micro conjunction spironolactane
1358,crestor,2,Considerably Effective,Severe Side Effects,high cholesterol and triglycerides (21.1!),cholesterol trigl went,"after 1 year severe pain/cramps in the feet (plantar fasciitis), over the 2 years about 20 kg weight gain, after 2 years very swollen legs: lymph oedema and now (2 1/2 years) i can hardly walk, so much pain in lower legs, lower back. i stopped with crestor and after 1 week; no more leg pain, i can walk again, no more tight feelings in my feet. no more crestor!",used tablets 2 years realise cramps 1 year could side effect kept taking tablets still realize got enormous swollen legs way ezetrol gives dizzyness vertigo chucked away
2626,depo-provera,1,Highly Effective,Extremely Severe Side Effects,contraception,get pregnant depo shot sex life shot due constant bleeding,"side effects were horrific. i gained weight, developed horrible acne, and i was severely depressed the entire time. when choosing the depo shot i was excited to not have to worry about taking the pill, lightening or stopping my periods, and the guaruntee of contraception. boy was i wrong. all of the previous side effects were bad enough, but after the first month on the shot, i continued to have my period for nearly 2 months straight. for some reason my period never stopped. the worst part about this contraceptive is that once you take the shot, there is no going back. i highly recommend a different birth control. i am now on the nuvaring and so far i am pleased with the results. mild nausea at night the first week but that is my only complaint. much better choice if you are looking to avoid pills. :)",recieved shot family planning 3 years ago please favor look options choosing drug experience hardest 3 months life emotionally physically
4101,chantix,2,Considerably Effective,Extremely Severe Side Effects,smoking,seemed help make want smoke seemed even think smoking times would normally smoke think would efective side effects werent great,"i felt weird, hard to describe, but not like myself.i couldnt sleep, i had weird vivid dreams, nauseated for about an hour after taking pill.",quit taking med week still smoking
3899,dispermox,3,Considerably Effective,Moderate Side Effects,tonsillitis/strep throat,cured throat,"vaginal yeast infection, itchy red rash over entire body except face. arms and legs had the most severe rash.",instructed take two 250mg capsules every 8 hrs 10 days discussion possible side effects occur thought skin come contact something allergic realize drug reaction since rash started 8th day antibiotics
3268,zoloft,4,Moderately Effective,Moderate Side Effects,anxiety disorder,drug seem make feel confident beginning however towards 10 11 months seem work anymore,definitely lower my libido. sleepiness when i first started taking it.,take medication suggestion counseling
3814,solodyn,1,Ineffective,Severe Side Effects,acne,started medicine help acne couple weeks improvement fact skin worse taken antibiotics past much effective clearing skin stopped taking solodyn,"i haven't taken solodyn now for a week and i am experiencing very itchy skin, achy joints, and fatigue.  the itchy skin is mostly on my scalp and neck. today i had itchy hives on my leg as well.  the joint pain is mostly in my right hand and wrist. it hurts to make a fist and then open my hand back up. i've had allergic reactions to other meds before, but they would stop when i stopped the medicine.  for some reason, these nasty side effects are lingering.",none
